matchid,player_id,name,position,role,team,fpoints_projected,bat_fpoints,ball_fpoints,team_fpoints,runs_projected,wickets_projected,matchnumber,opponent
89665,33129,Sakib Hussain,ROOKIE ,BATSMEN,KKR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SRH
89665,53502,KKR,TEAM,TEAM,KKR,8.65,0.0,0.0,8.65,0.0,0.0,1.0,SRH
89665,36487,Suyash Sharma,ROOKIE ,BOWLER,KKR,3.359807248022026,0.0,3.359807248022026,0.0,0.0,0.5599678746703377,1.0,SRH
89668,14659,Ravi Bishnoi,BOWLER,BOWLER,LSG,10.976746247376095,0.0,10.976746247376095,0.0,0.0,1.829457707896016,1.0,RR
89668,11054,Prerak Mankad,ROOKIE ,BATSMEN,LSG,0.9699999842012959,0.25,0.7199999842012959,0.0,1.0,0.11999999736688263,1.0,RR
89668,13088,Devdutt Padikkal,BATSMEN,BATSMEN,LSG,8.05,8.05,0.0,0.0,25.0,0.0,1.0,RR
89668,51378,Arshin Kulkarni,ROOKIE ,ALL ROUNDER,LSG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RR
89668,13907,Ayush Badoni,ROOKIE ,ALL ROUNDER,LSG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RR
89668,8925,Krishnappa Gowtham,ROOKIE ,ALL ROUNDER,LSG,5.98265393865511,0.0,5.98265393865511,0.0,0.0,0.9971089897758517,1.0,RR
89668,8440,Kyle Mayers,ALL ROUNDER,ALL ROUNDER,LSG,7.379999998540024,6.8999999999999995,0.4799999985400244,0.0,22.0,0.07999999975667073,1.0,RR
89668,6592,David Willey,ALL ROUNDER,ALL ROUNDER,LSG,5.486293601135123,0.0,5.486293601135123,0.0,0.0,0.9143822668558538,1.0,RR
89668,11289,Naveen-ul-Haq,BOWLER,BOWLER,LSG,7.396569005337625,0.0,7.396569005337625,0.0,0.0,1.2327615008896042,1.0,RR
89668,8506,Ashton Turner,ALL ROUNDER,ALL ROUNDER,LSG,0.4799999985400244,0.0,0.4799999985400244,0.0,0.0,0.07999999975667073,1.0,RR
89668,8383,Mark Wood,BOWLER,BOWLER,LSG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RR
89668,12930,Manimaran Siddharth,ROOKIE ,BOWLER,LSG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RR
89668,13534,Mohsin Khan,ROOKIE ,BOWLER,LSG,4.318944466687737,0.0,4.318944466687737,0.0,0.0,0.7198240777812894,1.0,RR
89668,18637,Arshad Khan,ROOKIE ,BOWLER,LSG,1.1999982318295137,0.0,1.1999982318295137,0.0,0.0,0.19999970530491895,1.0,RR
89668,12096,Yash Thakur,ROOKIE ,BOWLER,LSG,3.3571631549107446,0.0,3.3571631549107446,0.0,0.0,0.5595271924851241,1.0,RR
89668,15749,Yudhvir Singh Charak,ROOKIE ,BOWLER,LSG,2.1598693258284443,0.0,2.1598693258284443,0.0,0.0,0.35997822097140736,1.0,RR
89668,22401,Mayank Yadav,ROOKIE ,BOWLER,LSG,0.239999999976,0.0,0.239999999976,0.0,0.0,0.039999999996,1.0,RR
89668,53503,LSG,TEAM,TEAM,LSG,2.7,0.0,0.0,2.7,0.0,0.0,1.0,RR
89668,8733,KL Rahul,WICKET KEEPER,WICKET KEEPER,LSG,26.5375,26.5375,0.0,0.0,75.75,0.0,1.0,RR
89668,8520,Quinton de Kock,WICKET KEEPER,WICKET KEEPER,LSG,14.674999999999999,14.674999999999999,0.0,0.0,49.5,0.0,1.0,RR
89668,9406,Nicholas Pooran,WICKET KEEPER,WICKET KEEPER,LSG,6.6625,6.6625,0.0,0.0,22.25,0.0,1.0,RR
89668,50458,Shamar Joseph,BOWLER,BOWLER,LSG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RR
89668,12345,Shivam Mavi,BOWLER,ALL ROUNDER,LSG,7.965465832645959,0.0,7.965465832645959,0.0,0.0,1.3275776387743266,1.0,RR
89668,1454,Amit Mishra,BOWLER,BOWLER,LSG,3.1197240346381054,0.0,3.1197240346381054,0.0,0.0,0.5199540057730175,1.0,RR
89668,11311,Krunal Pandya,ALL ROUNDER,ALL ROUNDER,LSG,5.987607340348359,0.0,5.987607340348359,0.0,0.0,0.9979345567247265,1.0,RR
89668,9427,Deepak Hooda,ALL ROUNDER,ALL ROUNDER,LSG,5.130748361348578,0.8125,4.318248361348578,0.0,3.25,0.719708060224763,1.0,RR
